;rec;lig;#dock;pdb_expr_rec;pdb_expr_lig;pdb_dock_rec;pdb_dock_lig;deviation
52049;1f9e_B;2gix_A;0;-;-;-;-;-1.0
52050;1f9e_B;2gix_B;0;-;-;-;-;-1.0
52051;1f9e_B;2jjs_C;0;-;-;-;-;-1.0
52052;1f9e_B;2jjs_A;0;-;-;-;-;-1.0
52053;1f9e_B;2nna_B;0;-;-;-;-;-1.0
52054;1f9e_B;2nna_A;0;-;-;-;-;-1.0
52055;1f9e_B;2pjy_C;0;-;-;-;-;-1.0
52056;1f9e_B;2q7n_A;0;-;-;-;-;-1.0
52057;1f9e_B;2rgn_A;0;-;-;-;-;-1.0
52058;1f9e_B;3bt2_U;0;-;-;-;-;-1.0
52059;1f9e_B;3bpl_B;0;-;-;-;-;-1.0
52060;1f9e_B;1shw_A;0;-;-;-;-;-1.0
52061;1f9e_B;3bt2_A;0;-;-;-;-;-1.0
52062;1f9e_B;3c5j_B;0;-;-;-;-;-1.0
52063;1f9e_B;3d1m_D;0;-;-;-;-;-1.0
52064;1f9e_B;3d85_B;0;-;-;-;-;-1.0
52065;1f9e_B;3d85_D;0;-;-;-;-;-1.0
52066;1f9e_B;3d48_R;0;-;-;-;-;-1.0
52067;1f9e_B;3bpl_C;0;-;-;-;-;-1.0
52068;1f9e_B;3d2u_A;0;-;-;-;-;-1.0
52069;1f9e_B;3d0g_A;0;-;-;-;-;-1.0
52070;1f9e_B;3dgc_S;0;-;-;-;-;-1.0
52071;1ezx_C;1ku6_A;0;-;-;-;-;-1.0
52072;1ezx_C;1li1_C;0;-;-;-;-;-1.0
52073;1ezx_C;1li1_F;0;-;-;-;-;-1.0
52074;1ezx_C;1lya_A;0;-;-;-;-;-1.0
52075;1f9e_B;3d1m_A;0;-;-;-;-;-1.0
52076;1ezx_C;1lya_B;0;-;-;-;-;-1.0
52077;1ezx_C;1gl4_B;0;-;-;-;-;-1.0
52078;1ezx_C;1gl4_A;0;-;-;-;-;-1.0
52079;1ezx_C;1m3d_A;0;-;-;-;-;-1.0
52080;1ezx_C;1m3d_C;0;-;-;-;-;-1.0
52081;1ezx_C;1ezx_C;1;3tpi_0_2_Z_4.pdb;3tpi_0_2_Z_2.pdb;1ezx_C.pdb;1ezx_C_1.pdb;22.735279985207466
52082;1ezx_C;1m3d_D;0;-;-;-;-;-1.0
52083;1ezx_C;1m3d_F;0;-;-;-;-;-1.0
52084;1ezx_C;1m3d_E;0;-;-;-;-;-1.0
52085;1ezx_C;1ezx_C;2;3tpi_0_2_Z_4.pdb;3tpi_0_2_Z_2.pdb;1ezx_C.pdb;1ezx_C_2.pdb;22.735293379968127
52086;1ezx_C;1m3d_G;0;-;-;-;-;-1.0
52087;1ezx_C;1ezx_C;3;3tpi_0_2_Z_4.pdb;3tpi_0_2_Z_2.pdb;1ezx_C.pdb;1ezx_C_3.pdb;30.590996037249308
52088;1ezx_C;1m3d_L;0;-;-;-;-;-1.0
52089;1ezx_C;1mhw_C;0;-;-;-;-;-1.0
52090;1ezx_C;1ezx_C;4;3tpi_0_2_Z_4.pdb;3tpi_0_2_Z_2.pdb;1ezx_C.pdb;1ezx_C_4.pdb;36.105869062759716
52091;1ezx_C;1mhw_A;0;-;-;-;-;-1.0
52092;1ezx_C;1jjo_C;0;-;-;-;-;-1.0
52093;1ezx_C;1jjo_A;0;-;-;-;-;-1.0
52094;1ezx_C;1ezx_C;5;3tpi_0_2_Z_4.pdb;3tpi_0_2_Z_2.pdb;1ezx_C.pdb;1ezx_C_5.pdb;28.16119492045225
52095;1ezx_C;1jjo_E;0;-;-;-;-;-1.0
52096;1ezx_C;1ku6_B;0;-;-;-;-;-1.0
52097;1ezx_C;1li1_A;0;-;-;-;-;-1.0
52098;1ezx_C;1ezx_C;6;3tpi_0_2_Z_4.pdb;3tpi_0_2_Z_2.pdb;1ezx_C.pdb;1ezx_C_6.pdb;34.62761036950422
52099;1ezx_C;1m3d_B;0;-;-;-;-;-1.0
52100;1ezx_C;1li1_B;0;-;-;-;-;-1.0
52101;1ezx_C;1yk1_E;0;-;-;-;-;-1.0
52102;1ezx_C;2bov_B;0;-;-;-;-;-1.0
52103;1ezx_C;1ezx_C;7;3tpi_0_2_Z_4.pdb;3tpi_0_2_Z_2.pdb;1ezx_C.pdb;1ezx_C_7.pdb;32.761924743180195
52104;1ezx_C;1m3d_H;0;-;-;-;-;-1.0
52105;1ezx_C;2e9w_C;0;-;-;-;-;-1.0
52106;1ezx_C;2gd4_H;0;-;-;-;-;-1.0
52107;1ezx_C;1ezx_C;8;3tpi_0_2_Z_4.pdb;3tpi_0_2_Z_2.pdb;1ezx_C.pdb;1ezx_C_8.pdb;28.16120548142353
52108;1ezx_C;2gd4_L;0;-;-;-;-;-1.0
52109;1ezx_C;2q7n_B;0;-;-;-;-;-1.0
52110;1ezx_C;1ezx_C;9;3tpi_0_2_Z_4.pdb;3tpi_0_2_Z_2.pdb;1ezx_C.pdb;1ezx_C_9.pdb;36.10586293233184
52111;1ezx_C;2q7n_A;0;-;-;-;-;-1.0
52112;1ezx_C;2pjy_A;0;-;-;-;-;-1.0
52113;1ezx_C;1ezx_C;10;3tpi_0_2_Z_4.pdb;3tpi_0_2_Z_2.pdb;1ezx_C.pdb;1ezx_C_10.pdb;22.735278017021717
52114;1ezx_C;2z3q_B;0;-;-;-;-;-1.0
52115;1ezx_C;1ezx_C;11;3tpi_0_2_Z_4.pdb;3tpi_0_2_Z_2.pdb;1ezx_C.pdb;1ezx_C_11.pdb;22.735310870405513
52116;1ezx_C;2zch_P;0;-;-;-;-;-1.0
52117;1ezx_C;2z3q_C;0;-;-;-;-;-1.0
52118;1ezx_C;2r9p_A;1;2r9p_0_1_C_2.pdb;2r9p_0_1_A_1.pdb;1ezx_C.pdb;2r9p_A_1.pdb;40.414640364292445
52119;1ezx_C;1ezx_C;12;3tpi_0_2_Z_4.pdb;3tpi_0_2_Z_2.pdb;1ezx_C.pdb;1ezx_C_12.pdb;22.735279985207466
52120;1ezx_C;3bes_L;0;-;-;-;-;-1.0
52121;1ezx_C;3bt2_B;0;-;-;-;-;-1.0
52122;1ezx_C;3bt2_U;0;-;-;-;-;-1.0
52123;1ezx_C;1ezx_C;13;3tpi_0_2_Z_4.pdb;3tpi_0_2_Z_2.pdb;1ezx_C.pdb;1ezx_C_13.pdb;22.735278017021717
52124;1ezx_C;2r9p_A;2;2r9p_0_1_C_2.pdb;2r9p_0_1_A_1.pdb;1ezx_C.pdb;2r9p_A_2.pdb;41.32298606376434
52125;1ezx_C;3bpl_B;0;-;-;-;-;-1.0
52126;1ezx_C;3bt2_A;0;-;-;-;-;-1.0
52127;1ezx_C;1ezx_C;14;3tpi_0_2_Z_4.pdb;3tpi_0_2_Z_2.pdb;1ezx_C.pdb;1ezx_C_14.pdb;22.735279402466293
52128;1ezx_C;3d1m_A;0;-;-;-;-;-1.0
52129;1ezx_C;2r9p_A;3;2r9p_0_1_C_2.pdb;2r9p_0_1_A_1.pdb;1ezx_C.pdb;2r9p_A_3.pdb;40.414639942854336
52130;1ezx_C;2r9p_E;1;2r9p_0_1_A_1.pdb;2r9p_0_1_E_1.pdb;1ezx_C.pdb;2r9p_E_1.pdb;19.13439893322888
52131;1ezx_C;1ezx_C;15;3tpi_0_2_Z_4.pdb;3tpi_0_2_Z_2.pdb;1ezx_C.pdb;1ezx_C_15.pdb;22.735278017021717
52132;1ezx_C;3d48_R;0;-;-;-;-;-1.0
52133;1ezx_C;2r9p_E;2;2r9p_0_1_A_1.pdb;2r9p_0_1_E_1.pdb;1ezx_C.pdb;2r9p_E_2.pdb;17.624931825334645
52134;1ezx_C;2r9p_A;4;2r9p_0_1_C_2.pdb;2r9p_0_1_A_1.pdb;1ezx_C.pdb;2r9p_A_4.pdb;40.4146316607748
52135;1ezx_C;3d85_C;0;-;-;-;-;-1.0
52136;1ezx_C;2r9p_E;3;2r9p_0_1_A_1.pdb;2r9p_0_1_E_1.pdb;1ezx_C.pdb;2r9p_E_3.pdb;6.496649892783894
52137;1ezx_C;3d0g_A;0;-;-;-;-;-1.0
52138;1ezx_C;1ezx_C;16;3tpi_0_2_Z_4.pdb;3tpi_0_2_Z_2.pdb;1ezx_C.pdb;1ezx_C_16.pdb;22.735278017021717
52139;1ezx_C;2r9p_A;5;2r9p_0_1_C_2.pdb;2r9p_0_1_A_1.pdb;1ezx_C.pdb;2r9p_A_5.pdb;40.41462555372256
52140;1ezx_C;2r9p_E;4;2r9p_0_1_A_1.pdb;2r9p_0_1_E_1.pdb;1ezx_C.pdb;2r9p_E_4.pdb;12.878193654740691
52141;1ezx_C;3d85_D;0;-;-;-;-;-1.0
52142;1ezx_C;1ezx_C;17;3tpi_0_2_Z_4.pdb;3tpi_0_2_Z_2.pdb;1ezx_C.pdb;1ezx_C_17.pdb;34.62760979580732
52143;1ezx_C;3dgc_M;0;-;-;-;-;-1.0
52144;1ezx_C;2r9p_A;6;2r9p_0_1_C_2.pdb;2r9p_0_1_A_1.pdb;1ezx_C.pdb;2r9p_A_6.pdb;40.41459966492837
52145;1ezx_C;2r9p_E;5;2r9p_0_1_A_1.pdb;2r9p_0_1_E_1.pdb;1ezx_C.pdb;2r9p_E_5.pdb;19.134463291736896
52146;1ezx_A;1gl4_B;0;-;-;-;-;-1.0
52147;1ezx_C;1ezx_C;18;3tpi_0_2_Z_4.pdb;3tpi_0_2_Z_2.pdb;1ezx_C.pdb;1ezx_C_18.pdb;34.62760764653287
52148;1ezx_C;3d48_P;0;-;-;-;-;-1.0
52149;1ezx_A;1gl4_A;0;-;-;-;-;-1.0
52150;1ezx_C;2r9p_A;7;2r9p_0_1_C_2.pdb;2r9p_0_1_A_1.pdb;1ezx_C.pdb;2r9p_A_7.pdb;40.41466410707477
52151;1ezx_C;3d85_B;0;-;-;-;-;-1.0
52152;1ezx_A;1gc1_G;0;-;-;-;-;-1.0
52153;1ezx_A;1ku6_B;0;-;-;-;-;-1.0
52154;1ezx_C;1ezx_C;19;3tpi_0_2_Z_4.pdb;3tpi_0_2_Z_2.pdb;1ezx_C.pdb;1ezx_C_19.pdb;30.591000765443766
52155;1ezx_C;2r9p_A;8;2r9p_0_1_C_2.pdb;2r9p_0_1_A_1.pdb;1ezx_C.pdb;2r9p_A_8.pdb;37.87475445320653
52156;1ezx_A;1ezx_C;1;1ezx_0_1_A_1.pdb;1ezx_0_1_C_1.pdb;1ezx_A.pdb;1ezx_C_1.pdb;35.5956195079646
52157;1ezx_A;1li1_A;0;-;-;-;-;-1.0
52158;1ezx_A;1li1_B;0;-;-;-;-;-1.0
52159;1ezx_C;1ezx_C;20;3tpi_0_2_Z_4.pdb;3tpi_0_2_Z_2.pdb;1ezx_C.pdb;1ezx_C_20.pdb;32.7619038067067
52160;1ezx_A;1li1_C;0;-;-;-;-;-1.0
52161;1ezx_C;3d2u_B;0;-;-;-;-;-1.0
52162;1ezx_C;2r9p_A;9;2r9p_0_1_C_2.pdb;2r9p_0_1_A_1.pdb;1ezx_C.pdb;2r9p_A_9.pdb;32.20237760383999
52163;1ezx_A;1ezx_C;2;1ezx_0_1_A_1.pdb;1ezx_0_1_C_1.pdb;1ezx_A.pdb;1ezx_C_2.pdb;34.77997480005746
52164;1ezx_A;1li1_F;0;-;-;-;-;-1.0
52165;1ezx_A;1m3d_A;0;-;-;-;-;-1.0
52166;1ezx_C;1ezx_C;21;3tpi_0_2_Z_4.pdb;3tpi_0_2_Z_2.pdb;1ezx_C.pdb;1ezx_C_21.pdb;36.10585950548754
52167;1ezx_A;1m3d_B;0;-;-;-;-;-1.0
52168;1ezx_C;2r9p_A;10;2r9p_0_1_C_2.pdb;2r9p_0_1_A_1.pdb;1ezx_C.pdb;2r9p_A_10.pdb;41.322994583173
52169;1ezx_A;1ezx_C;3;1ezx_0_1_A_1.pdb;1ezx_0_1_C_1.pdb;1ezx_A.pdb;1ezx_C_3.pdb;37.19235478646257
52170;1ezx_A;1m3d_D;0;-;-;-;-;-1.0
52171;1ezx_C;1ezx_C;22;3tpi_0_2_Z_4.pdb;3tpi_0_2_Z_2.pdb;1ezx_C.pdb;1ezx_C_22.pdb;27.402307406970507
52172;1ezx_A;1m3d_C;0;-;-;-;-;-1.0
52173;1ezx_A;1m3d_E;0;-;-;-;-;-1.0
52174;1ezx_C;2r9p_A;11;2r9p_0_1_C_2.pdb;2r9p_0_1_A_1.pdb;1ezx_C.pdb;2r9p_A_11.pdb;37.87476230693506
52175;1ezx_A;1ezx_C;4;1ezx_0_1_A_1.pdb;1ezx_0_1_C_1.pdb;1ezx_A.pdb;1ezx_C_4.pdb;25.309787521992778
52176;1ezx_A;1m3d_G;0;-;-;-;-;-1.0
52177;1ezx_C;1ezx_C;23;3tpi_0_2_Z_4.pdb;3tpi_0_2_Z_2.pdb;1ezx_C.pdb;1ezx_C_23.pdb;30.591005235292457
52178;1ezx_A;1m3d_L;0;-;-;-;-;-1.0
52179;1ezx_C;2r9p_A;12;2r9p_0_1_C_2.pdb;2r9p_0_1_A_1.pdb;1ezx_C.pdb;2r9p_A_12.pdb;37.33797646359644
52180;1ezx_A;1m3d_F;0;-;-;-;-;-1.0
52181;1ezx_A;1ezx_C;5;1ezx_0_1_A_1.pdb;1ezx_0_1_C_1.pdb;1ezx_A.pdb;1ezx_C_5.pdb;34.77996593875636
52182;1ezx_C;1ezx_C;24;3tpi_0_2_Z_4.pdb;3tpi_0_2_Z_2.pdb;1ezx_C.pdb;1ezx_C_24.pdb;30.591000765443766
52183;1ezx_A;1m3d_H;0;-;-;-;-;-1.0
52184;1ezx_A;1nci_A;0;-;-;-;-;-1.0
52185;1ezx_C;2r9p_A;13;2r9p_0_1_C_2.pdb;2r9p_0_1_A_1.pdb;1ezx_C.pdb;2r9p_A_13.pdb;37.8747793115389
52186;1ezx_A;1ezx_C;6;1ezx_0_1_A_1.pdb;1ezx_0_1_C_1.pdb;1ezx_A.pdb;1ezx_C_6.pdb;37.19230953862428
52187;1ezx_A;1nci_B;0;-;-;-;-;-1.0
52188;1ezx_C;1ezx_C;25;3tpi_0_2_Z_4.pdb;3tpi_0_2_Z_2.pdb;1ezx_C.pdb;1ezx_C_25.pdb;30.591010275327346
52189;1ezx_A;1rf3_B;0;-;-;-;-;-1.0
52190;1ezx_C;2r9p_A;14;2r9p_0_1_C_2.pdb;2r9p_0_1_A_1.pdb;1ezx_C.pdb;2r9p_A_14.pdb;37.874792257414065
52191;1ezx_A;1pyo_A;0;-;-;-;-;-1.0
52192;1ezx_A;1ezx_C;7;1ezx_0_1_A_1.pdb;1ezx_0_1_C_1.pdb;1ezx_A.pdb;1ezx_C_7.pdb;35.15824376435326
52193;1ezx_C;1ezx_C;26;3tpi_0_2_Z_4.pdb;3tpi_0_2_Z_2.pdb;1ezx_C.pdb;1ezx_C_26.pdb;30.591011675909755
52194;1ezx_A;1pyo_B;0;-;-;-;-;-1.0
52195;1ezx_A;1shw_B;0;-;-;-;-;-1.0
52196;1ezx_C;2r9p_A;15;2r9p_0_1_C_2.pdb;2r9p_0_1_A_1.pdb;1ezx_C.pdb;2r9p_A_15.pdb;37.337952729093594
52197;1ezx_A;1shw_A;0;-;-;-;-;-1.0
52198;1ezx_A;1ezx_C;8;1ezx_0_1_A_1.pdb;1ezx_0_1_C_1.pdb;1ezx_A.pdb;1ezx_C_8.pdb;35.20421708916494
52199;1ezx_C;1ezx_C;27;3tpi_0_2_Z_4.pdb;3tpi_0_2_Z_2.pdb;1ezx_C.pdb;1ezx_C_27.pdb;30.591022495307875
52200;1ezx_A;1yk1_A;0;-;-;-;-;-1.0
52201;1ezx_A;2bov_A;0;-;-;-;-;-1.0
52202;1ezx_C;2r9p_E;6;2r9p_0_1_A_1.pdb;2r9p_0_1_E_1.pdb;1ezx_C.pdb;2r9p_E_6.pdb;12.772042712997507
52203;1ezx_C;2r9p_A;16;2r9p_0_1_C_2.pdb;2r9p_0_1_A_1.pdb;1ezx_C.pdb;2r9p_A_16.pdb;37.87476256647072
52204;1ezx_A;2bov_B;0;-;-;-;-;-1.0
52205;1ezx_C;1ezx_C;28;3tpi_0_2_Z_4.pdb;3tpi_0_2_Z_2.pdb;1ezx_C.pdb;1ezx_C_28.pdb;30.59099433762915
52206;1ezx_A;1ezx_C;9;1ezx_0_1_A_1.pdb;1ezx_0_1_C_1.pdb;1ezx_A.pdb;1ezx_C_9.pdb;35.20421708916494
52207;1ezx_C;2r9p_E;7;2r9p_0_1_A_1.pdb;2r9p_0_1_E_1.pdb;1ezx_C.pdb;2r9p_E_7.pdb;17.624935119690583
52208;1ezx_A;2gd4_H;0;-;-;-;-;-1.0
52209;1ezx_A;2gd4_L;0;-;-;-;-;-1.0
52210;1ezx_C;2r9p_A;17;2r9p_0_1_C_2.pdb;2r9p_0_1_A_1.pdb;1ezx_C.pdb;2r9p_A_17.pdb;37.8747653857532
52211;1ezx_C;1ezx_C;29;3tpi_0_2_Z_4.pdb;3tpi_0_2_Z_2.pdb;1ezx_C.pdb;1ezx_C_29.pdb;27.402309287159493
52212;1ezx_A;2gix_A;0;-;-;-;-;-1.0
52213;1ezx_C;2r9p_E;8;2r9p_0_1_A_1.pdb;2r9p_0_1_E_1.pdb;1ezx_C.pdb;2r9p_E_8.pdb;19.57854978229332
52214;1ezx_A;2gix_B;0;-;-;-;-;-1.0
52215;1ezx_C;2r9p_A;18;2r9p_0_1_C_2.pdb;2r9p_0_1_A_1.pdb;1ezx_C.pdb;2r9p_A_18.pdb;40.414645363046674
52216;1ezx_A;2gix_D;0;-;-;-;-;-1.0
52217;1ezx_C;1ezx_C;30;3tpi_0_2_Z_4.pdb;3tpi_0_2_Z_2.pdb;1ezx_C.pdb;1ezx_C_30.pdb;30.591000765443766
52218;1ezx_C;2r9p_E;9;2r9p_0_1_A_1.pdb;2r9p_0_1_E_1.pdb;1ezx_C.pdb;2r9p_E_9.pdb;17.62493299936325
52219;1ezx_A;2jjs_A;0;-;-;-;-;-1.0
52220;1ezx_A;2jjs_C;0;-;-;-;-;-1.0
52221;1ezx_C;2r9p_E;10;2r9p_0_1_A_1.pdb;2r9p_0_1_E_1.pdb;1ezx_C.pdb;2r9p_E_10.pdb;12.87821682467934
52222;1ezx_C;1ezx_C;31;3tpi_0_2_Z_4.pdb;3tpi_0_2_Z_2.pdb;1ezx_C.pdb;1ezx_C_31.pdb;34.62760979580732
52223;1ezx_C;2r9p_A;19;2r9p_0_1_C_2.pdb;2r9p_0_1_A_1.pdb;1ezx_C.pdb;2r9p_A_19.pdb;32.38414076091281
52224;1ezx_A;2nna_B;0;-;-;-;-;-1.0
52225;1ezx_A;2nna_A;0;-;-;-;-;-1.0
52226;1ezx_C;2r9p_E;11;2r9p_0_1_A_1.pdb;2r9p_0_1_E_1.pdb;1ezx_C.pdb;2r9p_E_11.pdb;15.253884185662294
52227;1ezx_C;1ezx_C;32;3tpi_0_2_Z_4.pdb;3tpi_0_2_Z_2.pdb;1ezx_C.pdb;1ezx_C_32.pdb;34.627615731750105
52228;1ezx_A;2pjy_C;0;-;-;-;-;-1.0
52229;1ezx_C;2r9p_A;20;2r9p_0_1_C_2.pdb;2r9p_0_1_A_1.pdb;1ezx_C.pdb;2r9p_A_20.pdb;37.87476650897879
52230;1ezx_C;2r9p_E;12;2r9p_0_1_A_1.pdb;2r9p_0_1_E_1.pdb;1ezx_C.pdb;2r9p_E_12.pdb;17.62494031235627
52231;1ezx_A;2q7n_A;0;-;-;-;-;-1.0
52232;1ezx_A;2r9p_E;0;-;-;-;-;-1.0
52233;1ezx_C;1ezx_C;33;3tpi_0_2_Z_4.pdb;3tpi_0_2_Z_2.pdb;1ezx_C.pdb;1ezx_C_33.pdb;34.62760979580732
52234;1ezx_C;2r9p_E;13;2r9p_0_1_A_1.pdb;2r9p_0_1_E_1.pdb;1ezx_C.pdb;2r9p_E_13.pdb;12.772042712997507
52235;1ezx_C;2r9p_A;21;2r9p_0_1_C_2.pdb;2r9p_0_1_A_1.pdb;1ezx_C.pdb;2r9p_A_21.pdb;31.216552660688766
52236;1ezx_A;2rgn_A;0;-;-;-;-;-1.0
52237;1ezx_A;3bt2_U;0;-;-;-;-;-1.0
52238;1ezx_C;2r9p_E;14;2r9p_0_1_A_1.pdb;2r9p_0_1_E_1.pdb;1ezx_C.pdb;2r9p_E_14.pdb;7.966765568086834
52239;1ezx_A;3bpl_B;0;-;-;-;-;-1.0
52240;1ezx_C;1ezx_C;34;3tpi_0_2_Z_4.pdb;3tpi_0_2_Z_2.pdb;1ezx_C.pdb;1ezx_C_34.pdb;32.761924743180195
52241;1ezx_C;2r9p_A;22;2r9p_0_1_C_2.pdb;2r9p_0_1_A_1.pdb;1ezx_C.pdb;2r9p_A_22.pdb;37.874770162691874
52242;1ezx_A;3bt2_A;0;-;-;-;-;-1.0
52243;1ezx_C;2r9p_E;15;2r9p_0_1_A_1.pdb;2r9p_0_1_E_1.pdb;1ezx_C.pdb;2r9p_E_15.pdb;17.624935119690583
52244;1ezx_A;3c5j_B;0;-;-;-;-;-1.0
52245;1ezx_C;1ezx_C;35;3tpi_0_2_Z_4.pdb;3tpi_0_2_Z_2.pdb;1ezx_C.pdb;1ezx_C_35.pdb;28.16120548142353
52246;1ezx_C;2r9p_A;23;2r9p_0_1_C_2.pdb;2r9p_0_1_A_1.pdb;1ezx_C.pdb;2r9p_A_23.pdb;37.337972896140805
52247;1ezx_C;2r9p_E;16;2r9p_0_1_A_1.pdb;2r9p_0_1_E_1.pdb;1ezx_C.pdb;2r9p_E_16.pdb;6.496630977363837
52248;1ezx_A;3bpl_C;0;-;-;-;-;-1.0
52249;1ezx_A;3d1m_D;0;-;-;-;-;-1.0
52250;1ezx_C;2r9p_E;17;2r9p_0_1_A_1.pdb;2r9p_0_1_E_1.pdb;1ezx_C.pdb;2r9p_E_17.pdb;15.253884185662294
52251;1ezx_A;3d48_P;0;-;-;-;-;-1.0
52252;1ezx_C;1ezx_C;36;3tpi_0_2_Z_4.pdb;3tpi_0_2_Z_2.pdb;1ezx_C.pdb;1ezx_C_36.pdb;27.402308318555942
52253;1ezx_C;2r9p_A;24;2r9p_0_1_C_2.pdb;2r9p_0_1_A_1.pdb;1ezx_C.pdb;2r9p_A_24.pdb;39.63212974453426
52254;1ezx_A;3d2u_A;0;-;-;-;-;-1.0
52255;1ezx_C;2r9p_E;18;2r9p_0_1_A_1.pdb;2r9p_0_1_E_1.pdb;1ezx_C.pdb;2r9p_E_18.pdb;12.77204131181079
52256;1ezx_A;3d48_R;0;-;-;-;-;-1.0
52257;1ezx_C;1ezx_C;37;3tpi_0_2_Z_4.pdb;3tpi_0_2_Z_2.pdb;1ezx_C.pdb;1ezx_C_37.pdb;32.761928227982295
52258;1ezx_C;2r9p_A;25;2r9p_0_1_C_2.pdb;2r9p_0_1_A_1.pdb;1ezx_C.pdb;2r9p_A_25.pdb;32.384156853223
52259;1ezx_A;3d85_B;0;-;-;-;-;-1.0
52260;1ezx_A;3d0g_A;0;-;-;-;-;-1.0
52261;1ezx_C;2r9p_E;19;2r9p_0_1_A_1.pdb;2r9p_0_1_E_1.pdb;1ezx_C.pdb;2r9p_E_19.pdb;12.772042712997507
52262;1ezx_C;1ezx_C;38;3tpi_0_2_Z_4.pdb;3tpi_0_2_Z_2.pdb;1ezx_C.pdb;1ezx_C_38.pdb;27.402308318555942
52263;1ezx_A;3dgc_S;0;-;-;-;-;-1.0
52264;1ezx_C;2r9p_A;26;2r9p_0_1_C_2.pdb;2r9p_0_1_A_1.pdb;1ezx_C.pdb;2r9p_A_26.pdb;32.38412845270322
52265;1ezx_C;2r9p_E;20;2r9p_0_1_A_1.pdb;2r9p_0_1_E_1.pdb;1ezx_C.pdb;2r9p_E_20.pdb;17.624935119690583
52266;1ezx_B;1ezx_C;0;-;-;-;-;-1.0
52267;1ezx_C;1ezx_C;39;3tpi_0_2_Z_4.pdb;3tpi_0_2_Z_2.pdb;1ezx_C.pdb;1ezx_C_39.pdb;27.402308318555942
52268;1ezx_B;1gl4_A;0;-;-;-;-;-1.0
52269;1ezx_B;1gl4_B;0;-;-;-;-;-1.0
52270;1ezx_C;2r9p_E;21;2r9p_0_1_A_1.pdb;2r9p_0_1_E_1.pdb;1ezx_C.pdb;2r9p_E_21.pdb;15.253884185662294
52271;1ezx_C;2r9p_A;27;2r9p_0_1_C_2.pdb;2r9p_0_1_A_1.pdb;1ezx_C.pdb;2r9p_A_27.pdb;38.3498089335469
52272;1ezx_B;1gc1_G;0;-;-;-;-;-1.0
52273;1ezx_C;1ezx_C;40;3tpi_0_2_Z_4.pdb;3tpi_0_2_Z_2.pdb;1ezx_C.pdb;1ezx_C_40.pdb;28.16120548142353
52274;1ezx_C;2r9p_E;22;2r9p_0_1_A_1.pdb;2r9p_0_1_E_1.pdb;1ezx_C.pdb;2r9p_E_22.pdb;15.253884185662294
52275;1ezx_B;1ku6_B;0;-;-;-;-;-1.0
52276;1ezx_C;2r9p_A;28;2r9p_0_1_C_2.pdb;2r9p_0_1_A_1.pdb;1ezx_C.pdb;2r9p_A_28.pdb;40.54065115452005
52277;1ezx_B;1li1_A;0;-;-;-;-;-1.0
52278;1ezx_C;2r9p_E;23;2r9p_0_1_A_1.pdb;2r9p_0_1_E_1.pdb;1ezx_C.pdb;2r9p_E_23.pdb;15.253884185662294
52279;1ezx_B;1li1_F;0;-;-;-;-;-1.0
52280;1ezx_C;2r9p_A;29;2r9p_0_1_C_2.pdb;2r9p_0_1_A_1.pdb;1ezx_C.pdb;2r9p_A_29.pdb;40.54064978311225
52281;1ezx_C;1ezx_C;41;3tpi_0_2_Z_4.pdb;3tpi_0_2_Z_2.pdb;1ezx_C.pdb;1ezx_C_41.pdb;27.4023146529886
52282;1ezx_C;2r9p_E;24;2r9p_0_1_A_1.pdb;2r9p_0_1_E_1.pdb;1ezx_C.pdb;2r9p_E_24.pdb;12.772042712997507
52283;1ezx_B;1li1_B;0;-;-;-;-;-1.0
52284;1ezx_B;1m3d_A;0;-;-;-;-;-1.0
52285;1ezx_C;2r9p_A;30;2r9p_0_1_C_2.pdb;2r9p_0_1_A_1.pdb;1ezx_C.pdb;2r9p_A_30.pdb;37.616716287319406
52286;1ezx_C;2r9p_E;25;2r9p_0_1_A_1.pdb;2r9p_0_1_E_1.pdb;1ezx_C.pdb;2r9p_E_25.pdb;17.62493144222552
52287;1ezx_B;1m3d_B;0;-;-;-;-;-1.0
52288;1ezx_C;1ezx_C;42;3tpi_0_2_Z_4.pdb;3tpi_0_2_Z_2.pdb;1ezx_C.pdb;1ezx_C_42.pdb;36.105869062759716
52289;1ezx_B;1m3d_C;0;-;-;-;-;-1.0
52290;1ezx_C;2r9p_E;26;2r9p_0_1_A_1.pdb;2r9p_0_1_E_1.pdb;1ezx_C.pdb;2r9p_E_26.pdb;17.624935119690583
52291;1ezx_C;2r9p_A;31;2r9p_0_1_C_2.pdb;2r9p_0_1_A_1.pdb;1ezx_C.pdb;2r9p_A_31.pdb;24.816791616906972
52292;1ezx_B;1m3d_D;0;-;-;-;-;-1.0
52293;1ezx_C;1ezx_C;43;3tpi_0_2_Z_4.pdb;3tpi_0_2_Z_2.pdb;1ezx_C.pdb;1ezx_C_43.pdb;22.735279985207466
52294;1ezx_B;1m3d_E;0;-;-;-;-;-1.0
52295;1ezx_C;2r9p_E;27;2r9p_0_1_A_1.pdb;2r9p_0_1_E_1.pdb;1ezx_C.pdb;2r9p_E_27.pdb;17.624935119690583
52296;1ezx_C;2r9p_A;32;2r9p_0_1_C_2.pdb;2r9p_0_1_A_1.pdb;1ezx_C.pdb;2r9p_A_32.pdb;40.54064734352355
52297;1ezx_B;1m3d_G;0;-;-;-;-;-1.0
