;rec;lig;#dock;pdb_expr_rec;pdb_expr_lig;pdb_dock_rec;pdb_dock_lig;deviation
38368;2gix_D;3brw_B;0;-;-;-;-;-1.0
38369;2gix_D;3bt2_A;0;-;-;-;-;-1.0
38370;2gix_D;3ch5_B;0;-;-;-;-;-1.0
38371;2gix_D;3d1m_A;0;-;-;-;-;-1.0
38372;2gix_D;3d85_D;0;-;-;-;-;-1.0
38373;1rf3_A;1rf3_A;502;1rf3_0_1_A_3.pdb;1rf3_0_1_A_2.pdb;1rf3_A.pdb;1rf3_A_502.pdb;8.591409408133288
38374;2gix_D;3d2u_B;0;-;-;-;-;-1.0
38375;1d8d_B;1shw_B;0;-;-;-;-;-1.0
38376;1d8d_B;1h2k_S;0;-;-;-;-;-1.0
38377;1d8d_B;1h2k_A;0;-;-;-;-;-1.0
38378;1d8d_B;1h6v_B;0;-;-;-;-;-1.0
38379;1d8d_B;1h6v_A;0;-;-;-;-;-1.0
38380;1d8d_B;1h6v_C;0;-;-;-;-;-1.0
38381;1d8d_B;2c9w_A;0;-;-;-;-;-1.0
38382;1d8d_B;1lm5_B;0;-;-;-;-;-1.0
38383;1d8d_B;1li1_B;0;-;-;-;-;-1.0
38384;1rf3_A;1rf3_A;503;1rf3_0_1_A_3.pdb;1rf3_0_1_A_2.pdb;1rf3_A.pdb;1rf3_A_503.pdb;8.591396200553609
38385;1d8d_B;1li1_A;0;-;-;-;-;-1.0
38386;1d8d_B;1li1_C;0;-;-;-;-;-1.0
38387;1d8d_B;1li1_F;0;-;-;-;-;-1.0
38388;1d8d_B;1h6v_E;0;-;-;-;-;-1.0
38389;1d8d_B;1rvf_2;0;-;-;-;-;-1.0
38390;1d8d_B;1rvf_4;0;-;-;-;-;-1.0
38391;1d8d_B;1shw_A;0;-;-;-;-;-1.0
38392;1d8d_B;1rvf_3;0;-;-;-;-;-1.0
38393;1d8d_B;2nl9_A;0;-;-;-;-;-1.0
38394;1d8d_B;2nl9_B;0;-;-;-;-;-1.0
38395;1d8d_B;2o8a_A;0;-;-;-;-;-1.0
38396;1rf3_A;1rf3_A;504;1rf3_0_1_A_3.pdb;1rf3_0_1_A_2.pdb;1rf3_A.pdb;1rf3_A_504.pdb;8.591396200553609
38397;1d8d_B;2vgl_B;0;-;-;-;-;-1.0
38398;1d8d_B;3bt2_U;0;-;-;-;-;-1.0
38399;1d8d_B;3dgc_M;0;-;-;-;-;-1.0
38400;1d8d_B;3dgc_S;0;-;-;-;-;-1.0
38401;2gix_A;2nl9_B;0;-;-;-;-;-1.0
38402;2gix_A;2odb_A;0;-;-;-;-;-1.0
38403;2gix_A;2nna_A;0;-;-;-;-;-1.0
38404;2gix_A;2o8a_A;0;-;-;-;-;-1.0
38405;2gix_A;2ot3_B;0;-;-;-;-;-1.0
38406;2gix_A;2p1m_A;0;-;-;-;-;-1.0
38407;1rf3_A;1rf3_A;505;1rf3_0_1_A_3.pdb;1rf3_0_1_A_2.pdb;1rf3_A.pdb;1rf3_A_505.pdb;8.591411154439035
38408;2gix_A;2rgn_C;0;-;-;-;-;-1.0
38409;2gix_A;2rgn_A;0;-;-;-;-;-1.0
38410;2gix_A;2vgl_M;0;-;-;-;-;-1.0
38411;2gix_A;2pjy_A;0;-;-;-;-;-1.0
38412;2gix_A;2vgl_S;0;-;-;-;-;-1.0
38413;2gix_A;2vgl_B;0;-;-;-;-;-1.0
38414;2gix_A;2vgl_A;0;-;-;-;-;-1.0
38415;2gix_A;2zl1_A;0;-;-;-;-;-1.0
38416;2gix_A;2zl1_B;0;-;-;-;-;-1.0
38417;2gix_A;3bc1_E;0;-;-;-;-;-1.0
38418;1rf3_A;1rf3_A;506;1rf3_0_1_A_3.pdb;1rf3_0_1_A_2.pdb;1rf3_A.pdb;1rf3_A_506.pdb;8.591409131418846
38419;2gix_A;3bs5_B;0;-;-;-;-;-1.0
38420;2gix_A;3brw_D;0;-;-;-;-;-1.0
38421;2gix_A;3bc1_B;0;-;-;-;-;-1.0
38422;2gix_A;3bs5_A;0;-;-;-;-;-1.0
38423;2gix_A;3brw_B;0;-;-;-;-;-1.0
38424;2gix_A;3bt2_A;0;-;-;-;-;-1.0
38425;2gix_A;3d1m_A;0;-;-;-;-;-1.0
38426;2gix_A;3d2u_B;0;-;-;-;-;-1.0
38427;2gix_A;3ch5_B;0;-;-;-;-;-1.0
38428;2gix_A;3d85_D;0;-;-;-;-;-1.0
38429;2gix_B;2nl9_B;0;-;-;-;-;-1.0
38430;1rf3_A;1rf3_A;507;1rf3_0_1_A_3.pdb;1rf3_0_1_A_2.pdb;1rf3_A.pdb;1rf3_A_507.pdb;8.591396767025334
38431;2gix_B;2o8a_A;0;-;-;-;-;-1.0
38432;2gix_B;2odb_A;0;-;-;-;-;-1.0
38433;2gix_B;2nna_A;0;-;-;-;-;-1.0
38434;2gix_B;2ot3_B;0;-;-;-;-;-1.0
38435;2gix_B;2p1m_A;0;-;-;-;-;-1.0
38436;2gix_B;2pjy_A;0;-;-;-;-;-1.0
38437;2gix_B;2rgn_C;0;-;-;-;-;-1.0
38438;2gix_B;2rgn_A;0;-;-;-;-;-1.0
38439;2gix_B;2vgl_M;0;-;-;-;-;-1.0
38440;2gix_B;2vgl_B;0;-;-;-;-;-1.0
38441;2gix_B;2vgl_S;0;-;-;-;-;-1.0
38442;2gix_B;2vgl_A;0;-;-;-;-;-1.0
38443;2gix_B;2zl1_A;0;-;-;-;-;-1.0
38444;1rf3_A;1rf3_A;508;1rf3_0_1_A_3.pdb;1rf3_0_1_A_2.pdb;1rf3_A.pdb;1rf3_A_508.pdb;0.5910782694839305
38445;2gix_B;2zl1_B;0;-;-;-;-;-1.0
38446;2gix_B;3bc1_E;0;-;-;-;-;-1.0
38447;2gix_B;3brw_D;0;-;-;-;-;-1.0
38448;2gix_B;3bs5_B;0;-;-;-;-;-1.0
38449;2gix_B;3bc1_B;0;-;-;-;-;-1.0
38450;2gix_B;3bs5_A;0;-;-;-;-;-1.0
38451;2gix_B;3brw_B;0;-;-;-;-;-1.0
38452;2gix_B;3ch5_B;0;-;-;-;-;-1.0
38453;2gix_B;3bt2_A;0;-;-;-;-;-1.0
38454;2gix_B;3d85_D;0;-;-;-;-;-1.0
38455;2gix_B;3d1m_A;0;-;-;-;-;-1.0
38456;1rf3_A;1rf3_A;509;1rf3_0_1_A_3.pdb;1rf3_0_1_A_2.pdb;1rf3_A.pdb;1rf3_A_509.pdb;0.5910782694839305
38457;2gix_B;3d2u_B;0;-;-;-;-;-1.0
38458;2gd4_H;2gix_B;0;-;-;-;-;-1.0
38459;2gd4_H;2gix_A;0;-;-;-;-;-1.0
38460;2gd4_H;2gix_D;0;-;-;-;-;-1.0
38461;2gd4_H;2nl9_A;0;-;-;-;-;-1.0
38462;2gd4_H;2o8a_A;0;-;-;-;-;-1.0
38463;2gd4_H;2nna_B;0;-;-;-;-;-1.0
38464;2gd4_H;2nna_A;0;-;-;-;-;-1.0
38465;2gd4_H;2ot3_B;0;-;-;-;-;-1.0
38466;2gd4_H;2vgl_A;0;-;-;-;-;-1.0
38467;2gd4_H;2z3q_B;0;-;-;-;-;-1.0
38468;1rf3_A;1rf3_A;510;1rf3_0_1_A_3.pdb;1rf3_0_1_A_2.pdb;1rf3_A.pdb;1rf3_A_510.pdb;0.5910782694839305
38469;2gd4_H;2zl1_A;0;-;-;-;-;-1.0
38470;2gd4_H;2zl1_B;0;-;-;-;-;-1.0
38471;2gd4_H;3bc1_E;0;-;-;-;-;-1.0
38472;2gd4_H;3bc1_B;0;-;-;-;-;-1.0
38473;2gd4_H;3c5j_B;0;-;-;-;-;-1.0
38474;2gd4_H;3brw_B;0;-;-;-;-;-1.0
38475;2gd4_H;3bpl_C;0;-;-;-;-;-1.0
38476;2gd4_H;3d1m_D;0;-;-;-;-;-1.0
38477;2gd4_H;3cwb_P;0;-;-;-;-;-1.0
38478;2gd4_H;3d85_D;0;-;-;-;-;-1.0
38479;1rf3_A;1rf3_A;511;1rf3_0_1_A_3.pdb;1rf3_0_1_A_2.pdb;1rf3_A.pdb;1rf3_A_511.pdb;0.5910810179244658
38480;2gd4_H;3d48_R;0;-;-;-;-;-1.0
38481;2gd4_H;3d2u_A;0;-;-;-;-;-1.0
38482;2gd4_H;3dgc_S;0;-;-;-;-;-1.0
38483;2gd4_L;2gix_A;0;-;-;-;-;-1.0
38484;2gd4_L;2gix_B;0;-;-;-;-;-1.0
38485;2gd4_L;2gix_D;0;-;-;-;-;-1.0
38486;2gd4_L;2nl9_A;0;-;-;-;-;-1.0
38487;2gd4_L;2o8a_A;0;-;-;-;-;-1.0
38488;1rf3_A;1rf3_A;512;1rf3_0_1_A_3.pdb;1rf3_0_1_A_2.pdb;1rf3_A.pdb;1rf3_A_512.pdb;0.5910782694839305
38489;2gd4_L;2nna_B;0;-;-;-;-;-1.0
38490;2gd4_L;2nna_A;0;-;-;-;-;-1.0
38491;2gd4_L;2ot3_B;0;-;-;-;-;-1.0
38492;2gd4_L;2vgl_A;0;-;-;-;-;-1.0
38493;2gd4_L;2z3q_B;0;-;-;-;-;-1.0
38494;2gd4_L;2zl1_A;0;-;-;-;-;-1.0
38495;2gd4_L;2zl1_B;0;-;-;-;-;-1.0
38496;2gd4_L;3bc1_E;0;-;-;-;-;-1.0
38497;2gd4_L;3bc1_B;0;-;-;-;-;-1.0
38498;2gd4_L;3c5j_B;0;-;-;-;-;-1.0
38499;2gd4_L;3brw_B;0;-;-;-;-;-1.0
38500;2gd4_L;3cwb_P;0;-;-;-;-;-1.0
38501;1rf3_A;1rf3_A;513;1rf3_0_1_A_3.pdb;1rf3_0_1_A_2.pdb;1rf3_A.pdb;1rf3_A_513.pdb;8.591418217293642
38502;2gd4_L;3bpl_C;0;-;-;-;-;-1.0
38503;2gd4_L;3d85_D;0;-;-;-;-;-1.0
38504;2gd4_L;3d1m_D;0;-;-;-;-;-1.0
38505;2gd4_L;3d48_R;0;-;-;-;-;-1.0
38506;2gd4_L;3d2u_A;0;-;-;-;-;-1.0
38507;2gd4_L;3dgc_S;0;-;-;-;-;-1.0
38508;2e9w_A;2iae_A;0;-;-;-;-;-1.0
38509;2e9w_A;2q7n_B;0;-;-;-;-;-1.0
38510;2e9w_A;2r9p_A;0;-;-;-;-;-1.0
38511;2e9w_A;2v8q_A;0;-;-;-;-;-1.0
38512;1rf3_A;1rf3_A;514;1rf3_0_1_A_3.pdb;1rf3_0_1_A_2.pdb;1rf3_A.pdb;1rf3_A_514.pdb;8.591419182083696
38513;2e9w_A;2v8q_B;0;-;-;-;-;-1.0
38514;2e9w_A;2vgl_A;0;-;-;-;-;-1.0
38515;2e9w_A;3bt2_B;0;-;-;-;-;-1.0
38516;2e9w_A;3bes_L;0;-;-;-;-;-1.0
38517;2e9w_A;3d85_D;0;-;-;-;-;-1.0
38518;2e9w_A;3dgc_M;0;-;-;-;-;-1.0
38519;2e9w_C;2iae_A;0;-;-;-;-;-1.0
38520;2e9w_C;2nna_A;0;-;-;-;-;-1.0
38521;2e9w_C;2q7n_B;0;-;-;-;-;-1.0
38522;1rf3_A;1rf3_A;515;1rf3_0_1_A_3.pdb;1rf3_0_1_A_2.pdb;1rf3_A.pdb;1rf3_A_515.pdb;8.591396200553609
38523;2e9w_C;2r9p_A;0;-;-;-;-;-1.0
38524;2e9w_C;2v8q_A;0;-;-;-;-;-1.0
38525;2e9w_C;2v8q_B;0;-;-;-;-;-1.0
38526;2e9w_C;2vgl_A;0;-;-;-;-;-1.0
38527;2e9w_C;3bt2_B;0;-;-;-;-;-1.0
38528;2e9w_C;3d85_D;0;-;-;-;-;-1.0
38529;2e9w_C;3dgc_M;0;-;-;-;-;-1.0
38530;2e9w_C;3bes_L;0;-;-;-;-;-1.0
38531;2e9x_A;2iae_A;0;-;-;-;-;-1.0
38532;2e9x_A;2v8q_A;0;-;-;-;-;-1.0
38533;2e9x_A;2vgl_B;0;-;-;-;-;-1.0
38534;2e9x_A;2vgl_S;0;-;-;-;-;-1.0
38535;1rf3_A;1rf3_A;516;1rf3_0_1_A_3.pdb;1rf3_0_1_A_2.pdb;1rf3_A.pdb;1rf3_A_516.pdb;0.5910782694839305
38536;2e9x_A;2vgl_A;0;-;-;-;-;-1.0
38537;2e9x_A;2v8q_B;0;-;-;-;-;-1.0
38538;2e9x_A;3d0g_E;0;-;-;-;-;-1.0
38539;2e9x_B;2iae_A;0;-;-;-;-;-1.0
38540;2e9x_B;2odb_A;0;-;-;-;-;-1.0
38541;2e9x_B;2pjy_B;0;-;-;-;-;-1.0
38542;2e9x_B;2v8q_A;0;-;-;-;-;-1.0
38543;2e9x_B;2v8q_B;0;-;-;-;-;-1.0
38544;2e9x_B;2rgn_B;0;-;-;-;-;-1.0
38545;1rf3_A;1rf3_A;517;1rf3_0_1_A_3.pdb;1rf3_0_1_A_2.pdb;1rf3_A.pdb;1rf3_A_517.pdb;0.5910782694839305
38546;2e9x_B;2vgl_S;0;-;-;-;-;-1.0
38547;2e9x_B;2vgl_A;0;-;-;-;-;-1.0
38548;2e9x_B;2vgl_B;0;-;-;-;-;-1.0
38549;2e9x_B;3brw_D;0;-;-;-;-;-1.0
38550;2e9x_B;3bs5_A;0;-;-;-;-;-1.0
38551;2e9x_B;3d0g_E;0;-;-;-;-;-1.0
38552;2e9x_C;2iae_A;0;-;-;-;-;-1.0
38553;2e9x_B;3d85_C;0;-;-;-;-;-1.0
38554;2e9x_C;2odb_A;0;-;-;-;-;-1.0
38555;2e9x_C;2pjy_B;0;-;-;-;-;-1.0
38556;2e9x_C;2rgn_B;0;-;-;-;-;-1.0
38557;2e9x_C;2v8q_A;0;-;-;-;-;-1.0
38558;1rf3_A;1rf3_A;518;1rf3_0_1_A_3.pdb;1rf3_0_1_A_2.pdb;1rf3_A.pdb;1rf3_A_518.pdb;8.591409408133288
38559;2e9x_C;2vgl_S;0;-;-;-;-;-1.0
38560;2e9x_C;2vgl_B;0;-;-;-;-;-1.0
38561;2e9x_C;2v8q_B;0;-;-;-;-;-1.0
38562;2e9x_C;2vgl_A;0;-;-;-;-;-1.0
38563;2e9x_C;3brw_D;0;-;-;-;-;-1.0
38564;2e9x_C;3bs5_A;0;-;-;-;-;-1.0
38565;2e9x_C;3d0g_E;0;-;-;-;-;-1.0
38566;2e9x_C;3d85_C;0;-;-;-;-;-1.0
38567;2e9x_D;2iae_A;0;-;-;-;-;-1.0
38568;1rf3_A;1rf3_A;519;1rf3_0_1_A_3.pdb;1rf3_0_1_A_2.pdb;1rf3_A.pdb;1rf3_A_519.pdb;8.591396767025334
38569;2e9x_D;2vgl_S;0;-;-;-;-;-1.0
38570;2e9x_D;2v8q_A;0;-;-;-;-;-1.0
38571;2e9x_D;2vgl_B;0;-;-;-;-;-1.0
38572;2e9x_D;2vgl_A;0;-;-;-;-;-1.0
38573;2e9x_D;3d0g_E;0;-;-;-;-;-1.0
38574;2e9x_D;2v8q_B;0;-;-;-;-;-1.0
38575;2dvw_A;2nna_B;0;-;-;-;-;-1.0
38576;2dvw_A;2nna_A;0;-;-;-;-;-1.0
38577;2dvw_A;2rgn_A;0;-;-;-;-;-1.0
38578;2dvw_A;2pjy_C;0;-;-;-;-;-1.0
38579;2dvw_A;2v8q_A;0;-;-;-;-;-1.0
38580;2dvw_A;3d85_D;0;-;-;-;-;-1.0
38581;1rf3_A;1rf3_A;520;1rf3_0_1_A_3.pdb;1rf3_0_1_A_2.pdb;1rf3_A.pdb;1rf3_A_520.pdb;0.5910785765600572
38582;2dvw_A;3c5j_B;0;-;-;-;-;-1.0
38583;2dvw_A;3d2u_A;0;-;-;-;-;-1.0
38584;2dvw_B;2nna_A;0;-;-;-;-;-1.0
38585;2dvw_B;2nna_B;0;-;-;-;-;-1.0
38586;2dvw_B;2pjy_C;0;-;-;-;-;-1.0
38587;2dvw_B;2rgn_A;0;-;-;-;-;-1.0
38588;2dvw_B;2v8q_A;0;-;-;-;-;-1.0
38589;2dvw_B;3d85_D;0;-;-;-;-;-1.0
38590;2dvw_B;3c5j_B;0;-;-;-;-;-1.0
38591;1rf3_A;1rf3_A;521;1rf3_0_1_A_3.pdb;1rf3_0_1_A_2.pdb;1rf3_A.pdb;1rf3_A_521.pdb;8.591409408133288
38592;2dvw_B;3d2u_A;0;-;-;-;-;-1.0
38593;2djg_A;2v8q_A;0;-;-;-;-;-1.0
38594;2djg_A;2rgn_B;0;-;-;-;-;-1.0
38595;2djg_A;3brw_D;0;-;-;-;-;-1.0
38596;2djg_A;3d85_C;0;-;-;-;-;-1.0
38597;2djg_A;3bs5_A;0;-;-;-;-;-1.0
38598;2djg_B;2v8q_A;0;-;-;-;-;-1.0
38599;2djg_B;2rgn_B;0;-;-;-;-;-1.0
38600;2djg_B;3brw_D;0;-;-;-;-;-1.0
38601;2djg_B;3d85_C;0;-;-;-;-;-1.0
38602;2djg_B;3bs5_A;0;-;-;-;-;-1.0
38603;1rf3_A;1rf3_A;522;1rf3_0_1_A_3.pdb;1rf3_0_1_A_2.pdb;1rf3_A.pdb;1rf3_A_522.pdb;8.591408974392072
38604;2djg_C;2v8q_A;0;-;-;-;-;-1.0
38605;2djg_C;2rgn_B;0;-;-;-;-;-1.0
38606;2djg_C;3brw_D;0;-;-;-;-;-1.0
38607;2djg_C;3bs5_A;0;-;-;-;-;-1.0
38608;2djg_C;3d85_C;0;-;-;-;-;-1.0
38609;2d1x_A;2v8q_A;0;-;-;-;-;-1.0
38610;2d1x_A;3d85_B;0;-;-;-;-;-1.0
38611;2d1x_B;2v8q_A;0;-;-;-;-;-1.0
38612;2d1x_B;3d85_B;0;-;-;-;-;-1.0
38613;1rf3_A;1rf3_A;523;1rf3_0_1_A_3.pdb;1rf3_0_1_A_2.pdb;1rf3_A.pdb;1rf3_A_523.pdb;8.591441391425056
38614;2d1x_C;3d85_B;0;-;-;-;-;-1.0
38615;2c9w_A;2djg_A;0;-;-;-;-;-1.0
38616;2d1x_C;2v8q_A;0;-;-;-;-;-1.0
38617;2c9w_A;2djg_B;0;-;-;-;-;-1.0
38618;2c9w_A;2e9x_B;0;-;-;-;-;-1.0
38619;2c9w_A;2e9x_C;0;-;-;-;-;-1.0
38620;2c9w_A;2djg_C;0;-;-;-;-;-1.0
38621;2c9w_A;2h0d_B;0;-;-;-;-;-1.0
38622;2c9w_A;2i1n_A;0;-;-;-;-;-1.0
38623;2c9w_A;2i1n_B;0;-;-;-;-;-1.0
38624;2c9w_A;2i32_A;0;-;-;-;-;-1.0
38625;1rf3_A;1rf3_A;524;1rf3_0_1_A_3.pdb;1rf3_0_1_A_2.pdb;1rf3_A.pdb;1rf3_A_524.pdb;8.591396200553609
38626;2c9w_A;2i32_E;0;-;-;-;-;-1.0
38627;2c9w_A;2iae_A;0;-;-;-;-;-1.0
38628;2c9w_A;2iae_B;0;-;-;-;-;-1.0
38629;2c9w_A;2nnw_B;0;-;-;-;-;-1.0
38630;2c9w_A;2nvu_B;0;-;-;-;-;-1.0
38631;2c9w_A;2ot3_B;0;-;-;-;-;-1.0
38632;2c9w_A;2p1m_B;0;-;-;-;-;-1.0
38633;2c9w_A;2rhk_C;0;-;-;-;-;-1.0
38634;2c9w_A;2v8q_A;0;-;-;-;-;-1.0
38635;2c9w_A;2vgl_M;0;-;-;-;-;-1.0
38636;2c9w_A;2vgl_S;0;-;-;-;-;-1.0
38637;2c9w_A;2vgl_B;0;-;-;-;-;-1.0
38638;2c9w_A;2vp7_A;0;-;-;-;-;-1.0
38639;2c9w_A;2v8q_B;0;-;-;-;-;-1.0
38640;1rf3_A;1rf3_A;525;1rf3_0_1_A_3.pdb;1rf3_0_1_A_2.pdb;1rf3_A.pdb;1rf3_A_525.pdb;8.591399115502961
38641;2c9w_A;2v8q_E;0;-;-;-;-;-1.0
38642;2c9w_A;2vp7_B;0;-;-;-;-;-1.0
38643;2c9w_A;2vgl_A;0;-;-;-;-;-1.0
38644;2c9w_A;2jz3_C;1;2c9w_0_1_A_1.pdb;2c9w_0_1_C_1.pdb;2c9w_A.pdb;2jz3_C_1.pdb;12.80285423905678
38645;2c9w_A;2zl1_A;0;-;-;-;-;-1.0
38646;2c9w_A;2z3q_B;0;-;-;-;-;-1.0
38647;2c9w_A;2zl1_B;0;-;-;-;-;-1.0
38648;2c9w_A;3bc1_E;0;-;-;-;-;-1.0
38649;2c9w_A;3bc1_B;0;-;-;-;-;-1.0
38650;2c9w_A;3c5j_A;0;-;-;-;-;-1.0
38651;2c9w_A;3c66_A;0;-;-;-;-;-1.0
38652;1rf3_A;1rf3_A;526;1rf3_0_1_A_3.pdb;1rf3_0_1_A_2.pdb;1rf3_A.pdb;1rf3_A_526.pdb;8.591408841661858
38653;2c9w_A;3ch5_B;0;-;-;-;-;-1.0
38654;2c9w_A;3d0g_E;0;-;-;-;-;-1.0
38655;2c9w_A;2jz3_B;1;2c9w_0_1_A_1.pdb;2c9w_0_1_B_1.pdb;2c9w_A.pdb;2jz3_B_1.pdb;18.443087169576035
38656;2c9w_A;2jz3_C;2;2c9w_0_1_A_1.pdb;2c9w_0_1_C_1.pdb;2c9w_A.pdb;2jz3_C_2.pdb;12.254662104479891
38657;2c9w_A;3cwb_P;0;-;-;-;-;-1.0
38658;2c9w_A;3d2u_B;0;-;-;-;-;-1.0
38659;2c9w_C;2v8q_A;0;-;-;-;-;-1.0
38660;2c9w_C;2rgn_B;0;-;-;-;-;-1.0
38661;2c9w_C;3brw_D;0;-;-;-;-;-1.0
38662;2c9w_C;3bs5_A;0;-;-;-;-;-1.0
38663;2c9w_C;3d85_C;0;-;-;-;-;-1.0
38664;2c74_B;3c5j_A;0;-;-;-;-;-1.0
38665;2c74_B;3c66_A;0;-;-;-;-;-1.0
38666;1rf3_A;1rf3_A;527;1rf3_0_1_A_3.pdb;1rf3_0_1_A_2.pdb;1rf3_A.pdb;1rf3_A_527.pdb;0.5910782694839305
38667;2c74_B;3ch5_B;0;-;-;-;-;-1.0
38668;2c9w_A;2jz3_B;2;2c9w_0_1_A_1.pdb;2c9w_0_1_B_1.pdb;2c9w_A.pdb;2jz3_B_2.pdb;11.81458102384245
38669;2c74_B;3d0g_E;0;-;-;-;-;-1.0
38670;2c74_B;3d2u_B;0;-;-;-;-;-1.0
38671;2c9w_A;2jz3_C;3;2c9w_0_1_A_1.pdb;2c9w_0_1_C_1.pdb;2c9w_A.pdb;2jz3_C_3.pdb;14.653929773315095
38672;2c74_B;3cwb_P;0;-;-;-;-;-1.0
38673;2c74_A;2c9w_C;0;-;-;-;-;-1.0
38674;2c74_A;2djg_A;0;-;-;-;-;-1.0
38675;2c74_A;2djg_B;0;-;-;-;-;-1.0
38676;2c74_A;2djg_C;0;-;-;-;-;-1.0
38677;2c74_A;2e9x_C;0;-;-;-;-;-1.0
38678;2c74_A;2e9x_B;0;-;-;-;-;-1.0
38679;2c9w_A;2jz3_B;3;2c9w_0_1_A_1.pdb;2c9w_0_1_B_1.pdb;2c9w_A.pdb;2jz3_B_3.pdb;11.814561440816085
38680;2c74_A;2h0d_B;0;-;-;-;-;-1.0
38681;2c74_A;2i32_E;0;-;-;-;-;-1.0
38682;1rf3_A;1rf3_A;528;1rf3_0_1_A_3.pdb;1rf3_0_1_A_2.pdb;1rf3_A.pdb;1rf3_A_528.pdb;0.5910782694839305
38683;2c74_A;2iae_A;0;-;-;-;-;-1.0
38684;2c74_A;2i32_A;0;-;-;-;-;-1.0
38685;2c74_A;2i1n_B;0;-;-;-;-;-1.0
38686;2c74_A;2i1n_A;0;-;-;-;-;-1.0
38687;2c74_A;2iae_B;0;-;-;-;-;-1.0
38688;2c9w_A;2c9w_C;1;2c9w_0_1_A_1.pdb;2c9w_0_1_C_1.pdb;2c9w_A.pdb;2c9w_C_1.pdb;17.7335359793205
38689;2c74_A;2jz3_C;0;-;-;-;-;-1.0
38690;2c74_A;2jz3_B;0;-;-;-;-;-1.0
38691;2c9w_A;2jz3_B;4;2c9w_0_1_A_1.pdb;2c9w_0_1_B_1.pdb;2c9w_A.pdb;2jz3_B_4.pdb;11.814551003024581
38692;2c74_A;2nvu_B;0;-;-;-;-;-1.0
38693;2c74_A;2nnw_B;0;-;-;-;-;-1.0
38694;2c74_A;2ot3_B;0;-;-;-;-;-1.0
38695;2c74_A;2p1m_B;0;-;-;-;-;-1.0
38696;1rf3_A;1rf3_A;529;1rf3_0_1_A_3.pdb;1rf3_0_1_A_2.pdb;1rf3_A.pdb;1rf3_A_529.pdb;0.5910782694839305
38697;2c74_A;2rhk_C;0;-;-;-;-;-1.0
38698;2c74_A;2v8q_A;0;-;-;-;-;-1.0
38699;2c74_A;2vgl_M;0;-;-;-;-;-1.0
38700;2c9w_A;2c9w_C;2;2c9w_0_1_A_1.pdb;2c9w_0_1_C_1.pdb;2c9w_A.pdb;2c9w_C_2.pdb;0.3396610988859825
38701;2c74_A;2vgl_B;0;-;-;-;-;-1.0
38702;2c74_A;2vgl_S;0;-;-;-;-;-1.0
38703;2c9w_A;2jz3_B;5;2c9w_0_1_A_1.pdb;2c9w_0_1_B_1.pdb;2c9w_A.pdb;2jz3_B_5.pdb;11.814551003024581
38704;2c74_A;2vp7_A;0;-;-;-;-;-1.0
38705;2c74_A;2v8q_B;0;-;-;-;-;-1.0
38706;2c74_A;2vp7_B;0;-;-;-;-;-1.0
38707;2c74_A;2vgl_A;0;-;-;-;-;-1.0
38708;2c74_A;2v8q_E;0;-;-;-;-;-1.0
38709;2c74_A;2z3q_B;0;-;-;-;-;-1.0
38710;2c9w_A;2c9w_C;3;2c9w_0_1_A_1.pdb;2c9w_0_1_C_1.pdb;2c9w_A.pdb;2c9w_C_3.pdb;0.33966232204115887
38711;2c74_A;2zl1_A;0;-;-;-;-;-1.0
38712;2c74_A;2zl1_B;0;-;-;-;-;-1.0
38713;1rf3_A;1rf3_A;530;1rf3_0_1_A_3.pdb;1rf3_0_1_A_2.pdb;1rf3_A.pdb;1rf3_A_530.pdb;0.5910782694839305
38714;2c74_A;3bc1_E;0;-;-;-;-;-1.0
38715;2c74_A;3bc1_B;0;-;-;-;-;-1.0
38716;2c74_A;3c5j_A;0;-;-;-;-;-1.0
38717;2c74_A;3ch5_B;0;-;-;-;-;-1.0
38718;2c9w_A;2jz3_B;6;2c9w_0_1_A_1.pdb;2c9w_0_1_B_1.pdb;2c9w_A.pdb;2jz3_B_6.pdb;11.814551003024581
38719;2c74_A;3c66_A;0;-;-;-;-;-1.0
38720;2c74_A;3d0g_E;0;-;-;-;-;-1.0
38721;2c74_A;3d2u_B;0;-;-;-;-;-1.0
38722;2c9w_A;2c9w_C;4;2c9w_0_1_A_1.pdb;2c9w_0_1_C_1.pdb;2c9w_A.pdb;2c9w_C_4.pdb;0.3396610988859825
38723;2c74_B;2c9w_C;0;-;-;-;-;-1.0
38724;2c74_A;3cwb_P;0;-;-;-;-;-1.0
38725;2c74_B;2djg_A;0;-;-;-;-;-1.0
38726;1rf3_A;1rf3_A;531;1rf3_0_1_A_3.pdb;1rf3_0_1_A_2.pdb;1rf3_A.pdb;1rf3_A_531.pdb;0.591078423734043
38727;2c74_B;2djg_B;0;-;-;-;-;-1.0
38728;2c74_B;2djg_C;0;-;-;-;-;-1.0
38729;2c74_B;2e9x_C;0;-;-;-;-;-1.0
38730;2c9w_A;2jz3_B;7;2c9w_0_1_A_1.pdb;2c9w_0_1_B_1.pdb;2c9w_A.pdb;2jz3_B_7.pdb;11.814551003024581
38731;2c74_B;2e9x_B;0;-;-;-;-;-1.0
38732;2c74_B;2h0d_B;0;-;-;-;-;-1.0
38733;2c9w_A;2c9w_C;5;2c9w_0_1_A_1.pdb;2c9w_0_1_C_1.pdb;2c9w_A.pdb;2c9w_C_5.pdb;0.3396610988859825
38734;2c74_B;2i32_E;0;-;-;-;-;-1.0
