;Rec;Lig;negatome;hippie_value;Rec_nRes;Lig_nRes;Rec_clustID;Lig_clustID;Inter_70;Inter_90;Rec_expr_70;Lig_expr_70;n_inter_res_rec_70;n_inter_res_lig_70;n_cont_comp_70;Rec_expr_90;Lig_expr_90;n_inter_res_rec_90;n_inter_res_lig_90;n_cont_comp_90;nPoses;nPoseClust;nHighPose_lRMSD_70;nMediumPose_lRMSD_70;nAcceptablePose_lRMSD_70;nIncorrectPose_lRMSD_70;nHighPose_lRMSD_90;nMediumPose_lRMSD_90;nAcceptablePose_lRMSD_90;nIncorrectPose_lRMSD_90;min_lRMSD_70;max_lRMSD_70;min_lRMSD_90;max_lRMSD_90;nHighPose_iRMSD_70;nMediumPose_iRMSD_70;nAcceptablePose_iRMSD_70;nIncorrectPose_iRMSD_70;nHighPose_iRMSD_90;nMediumPose_iRMSD_90;nAcceptablePose_iRMSD_90;nIncorrectPose_iRMSD_90;min_iRMSD_70;max_iRMSD_70;min_iRMSD_90;max_iRMSD_90;nHighPose_fnat_70;nMediumPose_fnat_70;nAcceptablePose_fnat_70;nIncorrectPose_fnat_70;nHighPose_fnat_90;nMediumPose_fnat_90;nAcceptablePose_fnat_90;nIncorrectPose_fnat_90;min_fnat_70;max_fnat_70;min_fnat_90;max_fnat_90;nOkPose_intcov_70;nBadPose_intcov_70;min_intcov_70;max_intcov_70;nOkPose_intcov_90;nBadPose_intcov_90;min_intcov_90;max_intcov_90;deformation_rmsd_lig_70;deformation_rmsd_rec_70;deformation_rmsd_lig_90;deformation_rmsd_rec_90;howmanyxray
555;1m3d_A;1m3d_L;False;-1.0;223;222;938;938;True;True;1m3d_0_1_A_1.pdb;1m3d_0_1_C_1.pdb;54;50;1296;1m3d_0_1_A_1.pdb;1m3d_0_1_C_1.pdb;54;50;1296;36955;0;0;2;1;36952;0;2;1;36952;1.15119;139.57399999999998;1.15119;139.57399999999998;2;0;0;1;2;0;0;1;0.5576536272926116;5.98704957224658;0.5576536272926116;5.98704957224658;2;0;0;1;2;0;0;1;0.003929273084479371;0.9174852652259332;0.003929273084479371;0.9174852652259332;2;36953;0.18253968253968253;0.9479553903345725;2;36953;0.18253968253968253;0.9479553903345725;1.041732215358462e-14;0.23845240118255112;1.041732215358462e-14;0.23845240118255112;0
556;1m3d_A;1m3d_F;False;-1.0;223;223;938;938;True;True;1m3d_0_1_A_1.pdb;1m3d_0_1_C_1.pdb;54;50;1296;1m3d_0_1_A_1.pdb;1m3d_0_1_C_1.pdb;54;50;1296;35468;0;1;0;3;35464;1;0;3;35464;0.444762;183.267;0.444762;183.267;1;0;0;3;1;0;0;3;0.31613973490397457;6.007127830416948;0.31613973490397457;6.007127830416948;1;0;0;3;1;0;0;3;0.0;0.8762278978388998;0.0;0.8762278978388998;1;35467;0.07936507936507936;0.9206349206349206;1;35467;0.07936507936507936;0.9206349206349206;1.041732215358462e-14;0.4404658044116306;1.041732215358462e-14;0.4404658044116306;0
557;1m3d_C;1m3d_G;False;-1.0;222;225;938;938;True;True;1m3d_0_1_C_1.pdb;1m3d_0_1_A_1.pdb;50;54;1296;1m3d_0_1_C_1.pdb;1m3d_0_1_A_1.pdb;50;54;1296;37470;0;0;0;0;37470;0;0;0;37470;10.5233;108.73200000000001;10.5233;108.73200000000001;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;7.290769067445165e-15;0.17754629411608017;7.290769067445165e-15;0.17754629411608017;0
558;1m3d_A;1m3d_H;False;-1.0;223;224;938;938;True;True;1m3d_0_1_A_1.pdb;1m3d_0_1_B_1.pdb;51;61;1252;1m3d_0_1_A_1.pdb;1m3d_0_1_B_1.pdb;51;61;1252;31827;0;0;0;6;31821;0;0;6;31821;5.1775400000000005;1003.0;5.1775400000000005;1003.0;0;0;1;5;0;0;1;5;3.1980001695054265;7.411786065616271;3.1980001695054265;7.411786065616271;0;1;1;4;0;1;1;4;0.0019193857965451055;0.42034548944337813;0.0019193857965451055;0.42034548944337813;0;31827;0.10738255033557047;0.6442953020134228;0;31827;0.10738255033557047;0.6442953020134228;1.041732215358462e-14;0.20628780594228394;1.041732215358462e-14;0.20628780594228394;0
559;1m3d_D;1m3d_D;False;-1.0;225;225;938;938;True;True;1m3d_0_1_D_1.pdb;1m3d_0_1_A_1.pdb;28;27;752;1m3d_0_1_D_1.pdb;1m3d_0_1_A_1.pdb;28;27;752;30732;0;0;0;0;30732;0;0;0;30732;18.724;1019.07;18.724;1019.07;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;5.704326042327062e-15;0.18357632452452124;5.704326042327062e-15;0.18357632452452124;0
560;1m3d_D;1m3d_G;False;-1.0;225;225;938;938;True;True;1m3d_0_1_D_1.pdb;1m3d_0_1_A_1.pdb;28;27;752;1m3d_0_1_D_1.pdb;1m3d_0_1_A_1.pdb;28;27;752;28556;0;0;0;0;28556;0;0;0;28556;17.6814;1039.83;17.6814;1039.83;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;5.704326042327062e-15;0.17754629411608006;5.704326042327062e-15;0.17754629411608006;0
561;1m3d_B;1m3d_G;False;-1.0;224;225;938;938;True;True;1m3d_0_1_B_1.pdb;1m3d_0_1_A_1.pdb;61;51;1252;1m3d_0_1_B_1.pdb;1m3d_0_1_A_1.pdb;61;51;1252;27278;0;0;1;2;27275;0;1;2;27275;1.04081;1023.15;1.04081;1023.15;1;0;0;2;1;0;0;2;0.6276163456333983;6.97275590507137;0.6276163456333983;6.97275590507137;1;0;0;2;1;0;0;2;0.0;0.9504761904761905;0.0;0.9504761904761905;1;27277;0.176;0.9543859649122807;1;27277;0.176;0.9543859649122807;1.7505886497244428e-14;0.17754629411607992;1.7505886497244428e-14;0.17754629411607992;0
562;1m3d_B;1m3d_H;False;-1.0;224;224;938;938;True;True;1m3d_0_1_B_1.pdb;1m3d_0_1_A_1.pdb;61;51;1252;1m3d_0_1_B_1.pdb;1m3d_0_1_A_1.pdb;61;51;1252;27559;0;0;0;2;27557;0;0;2;27557;8.48441;1020.68;8.48441;1020.68;0;0;0;2;0;0;0;2;5.2012500609384125;6.695507306117513;5.2012500609384125;6.695507306117513;0;0;1;1;0;0;1;1;0.0;0.11238095238095239;0.0;0.11238095238095239;0;27559;0.08;0.224;0;27559;0.08;0.224;1.7505886497244428e-14;0.3918254498296923;1.7505886497244428e-14;0.3918254498296923;0
563;1m3d_E;1m3d_E;False;-1.0;224;224;938;938;True;True;1m3d_0_1_E_1.pdb;1m3d_0_1_A_1.pdb;16;15;231;1m3d_0_1_E_1.pdb;1m3d_0_1_A_1.pdb;16;15;231;34356;0;0;0;0;34356;0;0;0;34356;13.3582;1036.74;13.3582;1036.74;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;4.998647392525642e-15;0.40705028870252763;4.998647392525642e-15;0.40705028870252763;0
564;1m3d_E;1m3d_H;False;-1.0;224;224;938;938;True;True;1m3d_0_1_E_1.pdb;1m3d_0_1_A_1.pdb;16;15;231;1m3d_0_1_E_1.pdb;1m3d_0_1_A_1.pdb;16;15;231;32823;0;0;0;0;32823;0;0;0;32823;12.648;1030.9;12.648;1030.9;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;4.998647392525642e-15;0.39182544982969264;4.998647392525642e-15;0.39182544982969264;0
565;1m3d_E;1m3d_G;False;-1.0;224;225;938;938;True;True;1m3d_0_1_E_1.pdb;1m3d_0_1_A_1.pdb;16;15;231;1m3d_0_1_E_1.pdb;1m3d_0_1_A_1.pdb;16;15;231;31989;0;0;0;0;31989;0;0;0;31989;12.1336;1035.88;12.1336;1035.88;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;4.998647392525642e-15;0.17754629411608058;4.998647392525642e-15;0.17754629411608058;0
566;2z5h_T;2z5h_B;False;-1.0;34;51;34296;3862;True;True;2z5h_0_1_T_1.pdb;2z5h_0_1_A_1.pdb;12;13;363;2z5h_0_1_T_1.pdb;2z5h_0_1_A_1.pdb;12;13;363;62170;0;0;0;70;62100;0;0;70;62100;7.996989999999999;1026.27;7.996989999999999;1026.27;0;0;45;25;0;0;45;25;2.280930534755505;7.708362232387097;2.280930534755505;7.708362232387097;5;0;5;60;5;0;5;60;0.0;0.58;0.0;0.58;0;62170;0.029411764705882353;0.6470588235294118;0;62170;0.029411764705882353;0.6470588235294118;6.82756187860517e-15;2.1880997440142513;6.82756187860517e-15;2.1880997440142513;0
567;1m3d_B;1m3d_L;False;-1.0;224;222;938;938;True;True;1m3d_0_1_B_1.pdb;1m3d_0_1_C_1.pdb;48;62;1294;1m3d_0_1_B_1.pdb;1m3d_0_1_C_1.pdb;48;62;1294;31116;0;0;0;5;31111;0;0;5;31111;8.30211;174.655;8.30211;174.655;0;0;0;5;0;0;0;5;6.1197070079497555;8.627141761576548;6.1197070079497555;8.627141761576548;0;0;0;5;0;0;0;5;0.0;0.041736227045075125;0.0;0.041736227045075125;0;31116;0.13815789473684212;0.2894736842105263;0;31116;0.13815789473684212;0.2894736842105263;1.7505886497244428e-14;0.23845240118255073;1.7505886497244428e-14;0.23845240118255073;0
568;1m3d_F;1m3d_G;False;-1.0;223;225;938;938;True;True;1m3d_0_1_F_1.pdb;1m3d_0_1_B_1.pdb;31;31;837;1m3d_0_1_F_1.pdb;1m3d_0_1_B_1.pdb;31;31;837;34598;0;0;0;0;34598;0;0;0;34598;12.6294;199.16299999999998;12.6294;199.16299999999998;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;1.2730042821878966e-14;0.3929213666347389;1.2730042821878966e-14;0.3929213666347389;0
569;1m3d_D;1m3d_E;False;-1.0;225;224;938;938;True;True;1m3d_0_1_D_1.pdb;1m3d_0_1_E_1.pdb;50;60;1310;1m3d_0_1_D_1.pdb;1m3d_0_1_E_1.pdb;50;60;1310;31355;0;0;0;5;31350;0;0;5;31350;6.51198;1022.65;6.51198;1022.65;0;0;0;5;0;0;0;5;4.58717733647715;7.392374627818124;4.58717733647715;7.392374627818124;0;0;1;4;0;0;1;4;0.009923664122137405;0.13511450381679388;0.009923664122137405;0.13511450381679388;0;31355;0.1773049645390071;0.43537414965986393;0;31355;0.1773049645390071;0.43537414965986393;5.704326042327062e-15;5.890829599451448e-15;5.704326042327062e-15;5.890829599451448e-15;0
570;3bt2_L;3bpl_B;False;-1.0;211;202;0;10237;True;False;6oel_0_1_L_1.pdb;6oel_0_1_B_1.pdb;6;7;99;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;21.656728279582182;0.8288780049564459;-1.0;-1.0;0
571;3bt2_L;3bpl_C;False;-1.0;211;194;0;3958;True;False;6oel_0_1_L_1.pdb;6oel_0_1_C_1.pdb;11;7;76;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;21.656728279582182;0.8227939750878308;-1.0;-1.0;0
572;1m3d_F;1m3d_H;False;-1.0;223;224;938;938;True;True;1m3d_0_1_F_1.pdb;1m3d_0_1_B_1.pdb;31;31;837;1m3d_0_1_F_1.pdb;1m3d_0_1_B_1.pdb;31;31;837;34188;0;0;0;0;34188;0;0;0;34188;14.7815;208.02700000000002;14.7815;208.02700000000002;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;1.2730042821878966e-14;0.2062878059422848;1.2730042821878966e-14;0.2062878059422848;0
573;3bt2_L;2pjy_A;False;-1.0;211;112;0;896;True;False;3eo1_0_1_A_1.pdb;3eo1_0_1_C_1.pdb;8;3;71;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;5.051057648769376;0.8082822375635725;-1.0;-1.0;0
574;1m3d_D;1m3d_H;False;-1.0;225;224;938;938;True;True;1m3d_0_1_D_1.pdb;1m3d_0_1_A_1.pdb;28;27;752;1m3d_0_1_D_1.pdb;1m3d_0_1_A_1.pdb;28;27;752;28886;0;0;0;1;28885;0;0;1;28885;7.31894;1028.17;7.31894;1028.17;0;0;0;0;0;0;0;0;;;;;0;0;0;1;0;0;0;1;0.017142857142857144;0.017142857142857144;0.017142857142857144;0.017142857142857144;0;28886;0.32;0.32;0;28886;0.32;0.32;5.704326042327062e-15;0.391825449829692;5.704326042327062e-15;0.391825449829692;0
575;1m3d_D;1m3d_F;False;-1.0;225;223;938;938;True;True;1m3d_0_1_D_1.pdb;1m3d_0_1_F_1.pdb;56;51;1338;1m3d_0_1_D_1.pdb;1m3d_0_1_F_1.pdb;56;51;1338;33791;0;2;0;4;33785;2;0;4;33785;0.679186;167.50099999999998;0.679186;167.50099999999998;2;0;0;4;2;0;0;4;0.38649068755858457;7.178803022220249;0.38649068755858457;7.178803022220249;2;0;0;4;2;0;0;4;0.0;0.9193427931292009;0.0;0.9193427931292009;2;33789;0.18214285714285713;0.9642857142857143;2;33789;0.18214285714285713;0.9642857142857143;5.704326042327062e-15;1.5604684451093887e-14;5.704326042327062e-15;1.5604684451093887e-14;0
576;1m3d_C;1m3d_H;False;-1.0;222;224;938;938;True;True;1m3d_0_1_C_1.pdb;1m3d_0_1_A_1.pdb;50;54;1296;1m3d_0_1_C_1.pdb;1m3d_0_1_A_1.pdb;50;54;1296;36208;0;2;0;1;36205;2;0;1;36205;0.531946;187.96900000000002;0.531946;187.96900000000002;2;0;0;1;2;0;0;1;0.4022133026821854;5.578859826430965;0.4022133026821854;5.578859826430965;2;0;0;1;2;0;0;1;0.0300187617260788;0.849906191369606;0.0300187617260788;0.849906191369606;2;36206;0.14925373134328357;0.917910447761194;2;36206;0.14925373134328357;0.917910447761194;7.290769067445165e-15;0.3918254498296932;7.290769067445165e-15;0.3918254498296932;0
577;3bt2_L;3d1m_A;False;-1.0;211;148;0;2025;True;False;3mxw_0_1_L_1.pdb;3mxw_0_1_A_1.pdb;12;13;191;-;-;0;0;0;9747;0;0;0;0;9747;0;0;0;0;13.7218;135.291;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;4.145348980589175;0.40379863275120353;-1.0;-1.0;0
578;1m3d_C;1m3d_D;False;-1.0;222;225;938;938;True;True;1m3d_0_1_C_1.pdb;1m3d_0_1_A_1.pdb;50;54;1296;1m3d_0_1_C_1.pdb;1m3d_0_1_A_1.pdb;50;54;1296;37942;0;0;0;4;37938;0;0;4;37938;7.5149300000000006;180.917;7.5149300000000006;180.917;0;0;0;4;0;0;0;4;5.622315029831516;7.43168071012289;5.622315029831516;7.43168071012289;0;0;0;4;0;0;0;4;0.001876172607879925;0.04690431519699812;0.001876172607879925;0.04690431519699812;0;37942;0.029850746268656716;0.29136690647482016;0;37942;0.029850746268656716;0.29136690647482016;7.290769067445165e-15;0.18357632452452163;7.290769067445165e-15;0.18357632452452163;0
579;3bt2_L;1ck4_A;False;-1.0;211;193;0;385;True;False;2b2x_0_1_L_1.pdb;2b2x_0_1_A_1.pdb;11;12;241;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;9.801183321902924;0.6771774127159709;-1.0;-1.0;0
580;3bt2_L;1ezx_A;False;-1.0;211;335;0;229;True;False;6hx4_0_2_L_1.pdb;6hx4_0_2_B_1.pdb;5;7;117;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;3.1065090200685725;9.07526885479545;-1.0;-1.0;0
581;3bt2_L;1ck4_B;False;-1.0;211;195;0;385;True;False;2b2x_0_1_L_1.pdb;2b2x_0_1_A_1.pdb;11;12;241;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;9.801183321902924;0.7330374302868706;-1.0;-1.0;0
582;3bt2_L;2jjs_C;False;-1.0;211;115;0;5040;True;False;5tzt_0_1_B_1.pdb;5tzt_0_1_D_1.pdb;8;6;94;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;13.854680615544952;0.6095250313934897;-1.0;-1.0;0
583;3bt2_L;1gc1_G;False;-1.0;211;297;0;1554;True;False;1gc1_0_1_L_1.pdb;1gc1_0_1_G_1.pdb;2;6;45;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;6.507843603426453;6.140247347584216e-14;-1.0;-1.0;0
584;1m3d_H;1m3d_L;False;-1.0;224;222;938;938;True;True;1m3d_0_2_H_1.pdb;1m3d_0_2_L_1.pdb;32;32;756;1m3d_0_2_H_1.pdb;1m3d_0_2_L_1.pdb;32;32;756;33321;0;0;0;0;33321;0;0;0;33321;19.4097;192.673;19.4097;192.673;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;7.089363005851041e-15;1.1906617638091785e-14;7.089363005851041e-15;1.1906617638091785e-14;0
585;3bt2_L;3d85_C;False;-1.0;211;133;0;4225;True;False;3d85_0_1_A_1.pdb;3d85_0_1_C_1.pdb;7;10;234;-;-;0;0;0;5872;0;0;0;0;5872;0;0;0;0;11.9764;119.45299999999999;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;3.8574076687465784;3.169291518167207e-14;-1.0;-1.0;0
586;3bt2_L;3d85_D;False;-1.0;211;290;0;3527;True;False;3hmx_0_1_L_1.pdb;3hmx_0_1_A_1.pdb;10;14;157;-;-;0;0;0;11107;0;0;0;0;11107;0;0;0;0;12.5428;1046.6;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;2.873477038056545;1.6602563056224138;-1.0;-1.0;0
587;3bt2_L;3d0g_E;False;-1.0;211;173;0;3516;True;False;3bgf_0_2_L_1.pdb;3bgf_0_2_S_1.pdb;4;9;122;-;-;0;0;0;12589;0;0;0;0;12589;0;0;0;0;11.9199;121.586;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;2.843887573668164;1.5989116259389364;-1.0;-1.0;0
588;3bt2_L;3d85_B;False;-1.0;211;216;0;0;True;False;3bt2_0_1_L_1.pdb;3bt2_0_1_H_1.pdb;43;44;990;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;9.338394099881333e-15;12.631461438854833;-1.0;-1.0;0
589;3bt2_L;3d48_R;False;-1.0;211;195;0;4414;True;False;4i18_0_1_L_1.pdb;4i18_0_1_C_1.pdb;5;6;91;-;-;0;0;0;15846;0;0;0;0;15846;0;0;0;0;12.4849;1028.52;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;2.241205227406319;2.6773924787377683;-1.0;-1.0;0
590;3bt2_L;3bt2_U;False;-1.0;211;259;0;3413;True;True;3bt2_0_2_L_1.pdb;3bt2_0_2_U_1.pdb;6;8;173;3bt2_0_2_L_1.pdb;3bt2_0_2_U_1.pdb;6;8;173;10241;0;0;0;0;10241;0;0;0;10241;10.2745;1027.25;10.2745;1027.25;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;9.338394099881333e-15;2.0783102531422833e-14;9.338394099881333e-15;2.0783102531422833e-14;0
591;1m3d_D;1m3d_L;False;-1.0;225;222;938;938;True;True;1m3d_0_1_D_1.pdb;1m3d_0_1_F_1.pdb;56;51;1338;1m3d_0_1_D_1.pdb;1m3d_0_1_F_1.pdb;56;51;1338;32623;0;0;0;2;32621;0;0;2;32621;8.11926;177.386;8.11926;177.386;0;0;0;2;0;0;0;2;5.962598784252241;7.133775363693882;5.962598784252241;7.133775363693882;0;0;0;2;0;0;0;2;0.0;0.0038314176245210726;0.0;0.0038314176245210726;0;32623;0.1889763779527559;0.1968503937007874;0;32623;0.1889763779527559;0.1968503937007874;5.704326042327062e-15;0.40180190151036027;5.704326042327062e-15;0.40180190151036027;0
592;3bt2_L;2jjs_A;False;-1.0;211;116;0;2758;True;False;6bit_0_1_K_1.pdb;6bit_0_1_H_1.pdb;12;15;183;-;-;0;0;0;18893;0;0;0;3;18890;0;0;0;0;7.081180000000001;1043.89;-1.0;-1.0;0;0;0;3;0;0;0;0;4.176993255041199;6.495154059556862;-1.0;-1.0;0;0;0;3;0;0;0;0;0.0;0.0;-1.0;-1.0;0;18893;0.0;0.0;0;0;-1.0;-1.0;3.170240359840251;1.7479460908608937;-1.0;-1.0;0
593;1m3d_G;1m3d_H;False;-1.0;225;224;938;938;True;True;1m3d_0_2_G_1.pdb;1m3d_0_2_H_1.pdb;52;60;1266;1m3d_0_2_G_1.pdb;1m3d_0_2_H_1.pdb;52;60;1266;29474;0;0;0;4;29470;0;0;4;29470;5.46941;1022.18;5.46941;1022.18;0;0;1;3;0;0;1;3;3.4671242770188653;8.606899292497427;3.4671242770188653;8.606899292497427;0;1;0;3;0;1;0;3;0.0;0.32727272727272727;0.0;0.32727272727272727;0;29474;0.2787456445993031;0.6494464944649446;0;29474;0.2787456445993031;0.6494464944649446;7.183942750592631e-15;1.5231342005684768e-14;7.183942750592631e-15;1.5231342005684768e-14;0
594;1m3d_E;1m3d_F;False;-1.0;224;223;938;938;True;True;1m3d_0_1_E_1.pdb;1m3d_0_1_F_1.pdb;52;64;1337;1m3d_0_1_E_1.pdb;1m3d_0_1_F_1.pdb;52;64;1337;38599;0;0;0;15;38584;0;0;15;38584;7.28569;268.052;7.28569;268.052;0;0;0;15;0;0;0;15;4.9770472742694105;8.23153641450389;4.9770472742694105;8.23153641450389;0;0;1;14;0;0;1;14;0.002243829468960359;0.10022438294689603;0.002243829468960359;0.10022438294689603;0;38599;0.1717171717171717;0.40860215053763443;0;38599;0.1717171717171717;0.40860215053763443;4.998647392525642e-15;2.514345920095825e-14;4.998647392525642e-15;2.514345920095825e-14;0
595;1m3d_E;1m3d_L;False;-1.0;224;222;938;938;True;True;1m3d_0_1_E_1.pdb;1m3d_0_1_C_1.pdb;30;32;746;1m3d_0_1_E_1.pdb;1m3d_0_1_C_1.pdb;30;32;746;38279;0;0;0;2;38277;0;0;2;38277;7.983039999999999;133.753;7.983039999999999;133.753;0;0;1;1;0;0;1;1;3.7755531017236654;4.829132435906385;3.7755531017236654;4.829132435906385;0;0;2;0;0;0;2;0;0.1989795918367347;0.21428571428571427;0.1989795918367347;0.21428571428571427;0;38279;0.4897959183673469;0.5510204081632653;0;38279;0.4897959183673469;0.5510204081632653;4.998647392525642e-15;0.2384524011825497;4.998647392525642e-15;0.2384524011825497;0
596;1m3d_G;1m3d_G;False;-1.0;225;225;938;938;True;True;1m3d_0_2_G_1.pdb;1m3d_0_2_H_1.pdb;52;60;1266;1m3d_0_2_G_1.pdb;1m3d_0_2_H_1.pdb;52;60;1266;29073;0;0;1;1;29071;0;1;1;29071;1.21755;1023.12;1.21755;1023.12;1;0;0;1;1;0;0;1;0.6707027277975973;6.0223777519272845;0.6707027277975973;6.0223777519272845;1;0;0;1;1;0;0;1;0.0019267822736030828;0.8728323699421965;0.0019267822736030828;0.8728323699421965;1;29072;0.22602739726027396;0.8698630136986302;1;29072;0.22602739726027396;0.8698630136986302;7.183942750592631e-15;0.47536834235828984;7.183942750592631e-15;0.47536834235828984;0
597;1m3d_H;1m3d_H;False;-1.0;224;224;938;938;True;True;1m3d_0_2_H_1.pdb;1m3d_0_2_G_1.pdb;60;52;1266;1m3d_0_2_H_1.pdb;1m3d_0_2_G_1.pdb;60;52;1266;29694;0;0;0;4;29690;0;0;4;29690;8.91583;1020.66;8.91583;1020.66;0;0;0;4;0;0;0;4;5.2575196237776325;6.828286062820396;5.2575196237776325;6.828286062820396;0;0;1;3;0;0;1;3;0.0;0.10989010989010989;0.0;0.10989010989010989;0;29694;0.1015625;0.265625;0;29694;0.1015625;0.265625;7.089363005851041e-15;0.4753683423582884;7.089363005851041e-15;0.4753683423582884;0
